,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
7189,N° 5-63 Fusilli interale bioloico - arofalo - 500 ,-6,a,1464.0,0.4,3.0,8.0,13.0,0.01
7190,Bulur - EDEKA - 500 ,-6,a,1431.0,0.4,0.8,8.0,11.0,0.03
7191,Lieken Urkorn Kraftsonne - 500 ,-2,a,1039.0,1.0,4.0,8.0,8.0,1.0
7192,Basen-Balance Frühstücksbrei - dm Bio - 500 ,-5,a,1528.0,1.0,7.0,8.0,12.0,0.0
7193,Vollkorn Brot - Harry-Brot - 500 ,-2,a,902.0,0.3,2.5,8.0,6.6,1.2
7194,Bio-Kokos-Marille Müsli - Verival - 325 ,-1,a,1678.0,5.6,17.0,8.0,10.0,0.3
7195,Mampfred das Pausenbrot - Lieken Urkorn - 400 ,-2,a,971.0,0.4,4.0,8.0,7.0,1.2
7196,Dinkel-Ecken - Seitenbacher - 450 ,-8,a,379.0,0.4,9.0,8.0,13.0,0.025
7197,Dried mixed veetables - Italiamo - 100 ,0,b,577.0,0.9,9.3,8.0,4.9,3.98
7198,Mix of flour - Miros - 1k,1,b,1507.0,0.9,4.0,8.0,6.0,1.3
7199,Veane Falafel - K-take it veie - 200 ,1,b,828.0,1.0,4.6,8.0,6.7,1.6
7200,My muesli - Mymuesli - 575,0,b,1834.0,3.0,18.0,8.0,11.0,0.03
7201,Alesto Fine Datteln - 250 ,2,b,1247.0,0.0,63.0,8.0,2.5,0.0
7202,my BiO Aktiv-Brot Backmischun - Nicole ärtner - 330 ,0,b,1090.0,1.0,1.0,8.0,8.0,1.5
7203,Multirain Rins - Crownfield - 500,1,b,1605.0,0.3,18.5,8.0,7.5,0.63
7204,Taylor & Collede  Vanille-Paste - 65 ,6,c,829.0,0.0,45.0,8.0,0.0,0.0
7205,Müsli Früchte und Dinkel - Bio - 500 ,8,c,1565.0,5.7,20.0,8.0,8.9,0.05
7206,Kalifornische Pistazien eröstet & esalzen - Pfiff - 250 ,6,c,2573.0,7.0,7.0,8.0,24.0,1.8
7207,Zwieback - rune - 200 ,9,c,1544.0,3.0,3.0,8.0,13.0,2.0
7208,Bio knusper müsli - 500 ,9,c,1858.0,5.1,17.0,8.0,10.0,0.33
7209,Schoko Crunchy - dmBio - 500 ,7,c,1762.0,3.1,21.0,8.0,9.4,0.19
7210,Roasted Almonds - Max - 150 ,3,c,2653.0,5.7,3.6,8.0,23.2,1.372
7211,Vitalis Schoko Müsli klassisch - 600 ,9,c,1741.0,4.6,24.0,8.0,10.0,0.23
7212,Vitalis Schoko Müsli klassisch - Dr.Oetker - 1500 ,9,c,1741.0,4.6,24.0,8.0,10.0,0.23
7213,Merci Dark Orane-Almond - Storck - 100,17,d,2340.0,20.0,28.0,8.0,12.0,0.012
7214,Erdnuss Creme - American Style - 350,16,d,2520.0,9.3,9.1,8.0,23.8,0.83
7215,"Edeka Mix Nüsse, eröstet Und esalzen - 125 ",16,d,2720.0,9.1,6.1,8.0,20.0,0.7
7216,Erdnuss-Creme - ut & ünsti - 350 ,16,d,2544.0,9.3,9.1,8.0,23.8,0.8
7217,Zartbitter - ut & ünsti - 100 ,21,e,2142.0,18.7,47.8,8.0,5.6,0.01
7218,Feine Kuvertüre zartbitter - zauberhaft Backen - 200,22,e,2387.0,23.0,46.0,8.0,6.3,0.05
7219,Dark chocolate with almond chips 60% cocoa - Naturaplan - 100,19,e,2460.0,22.0,34.0,8.0,7.1,0.0
7220,Feine Kuvertüre Zartbitter - zauberhaft Backen - 200,22,e,2387.0,23.0,46.0,8.0,6.3,0.05
7221,old Nut Müsli - Axa - 640,-4,a,1750.0,1.8,3.8,8.1,12.0,0.1
7222,"ovinda Bio oodel Nudeln, Rote Linsen, 2 X - 250 ",-6,a,1498.0,0.6,2.5,8.1,28.5,0.02
7223,Paleo Müsli mit Zwerhirse & Quinoa - dm Bio - 500 ,-4,a,1761.0,1.8,1.3,8.1,13.0,0.02
7224,Hafer etreidebrei - Alnatura - 250 ,-4,a,1724.0,1.4,1.2,8.1,13.0,0.02
7225,Kürbiskerne - bleib esund - 175,0,b,2361.0,8.6,2.3,8.1,30.0,0.03
7226,"Huel Ohne eschmackszusatz & Unesüßt - 1,72 k",0,b,1703.0,2.5,1.0,8.1,30.1,0.8
7227,Aprikosen uneschwefelt - Kluth - 100,0,b,1183.0,0.2,39.7,8.1,2.7,0.2
7228,Haferpops Natur - utBio - 375,6,c,1615.0,1.0,15.0,8.1,11.0,0.96
7229,Hafer Crunchy - Alnatura - 750,8,c,1887.0,4.6,14.0,8.1,9.5,0.27
7230,Hummus Pikant - K-Classic - 200 ,7,c,1247.0,2.3,4.8,8.1,6.3,1.4
7231,Shoko winterzauber - Mymuesli - 60 ,8,c,1764.0,4.5,18.1,8.1,10.6,0.08
7232,Schoko Hafer Crunchy - Alnatura - 750,6,c,1828.0,2.8,22.0,8.1,9.8,0.17
7233,Kokos Knuspermüsli - Kaufland - 750,10,c,1891.0,6.9,18.0,8.1,11.0,0.3
7234,Lauen-Dinkelbrezeln - Alnatura - 125,12,d,1716.0,2.9,1.2,8.1,14.0,2.6
7235,Dark Chocolate Hazelnut & Currant - reen & Black's,19,e,2259.0,17.0,38.0,8.1,7.7,0.1
7236,focaccia con rosmarino - Schär - 200,2,b,1059.0,0.8,5.2,8.18,3.8,1.3
7237,Dinkelkorn Flocken zart - Kölln - 450,-6,a,1462.0,0.2,1.7,8.2,14.0,0.0
7238,Dinkelbrot - Lidl - 400,-3,a,1155.0,0.8,3.7,8.2,10.5,1.0
7239,Veanes 1001 eschnetzeltes - The Veetarian Butcher - 160,-2,a,619.0,0.5,0.7,8.2,21.0,1.8
7240,Falafel classic - Alnatura - 200 ,-3,a,841.0,1.0,0.5,8.2,8.8,1.2
7241,Ahama bulur - 500 ,-6,a,1520.0,0.2,0.8,8.2,12.5,0.1
7242,Haselnuss Kerne - dmBio,-2,a,2727.0,4.5,7.4,8.2,12.0,0.01
7243,Mano Ananas Müsli - Dm bio,-2,a,1676.0,6.8,12.0,8.2,9.3,0.01
7244,Dinkel Flocken Feinblatt - dm Bio - 500 ,-6,a,1439.0,0.2,1.7,8.2,14.0,0.0
7245,Dinkelflocken roßblatt - dmBio - 500 ,-6,a,1439.0,0.2,1.7,8.2,14.0,0.01
7246,Dinkelflocken - dmBio - 500 ,-1,a,1439.0,2.0,1.7,8.2,1.7,0.01
7247,perla Hummus trio - 210 ,-1,a,1113.0,1.9,1.3,8.2,8.0,0.91
7248,"Quinoa Facile - Quinoa, Blé, Lentilles corail, Carottes - Lustucru - 2 x 150 ",-6,a,1485.0,0.5,3.4,8.2,14.0,0.0
7249,Cannellini Bohnen - Mamma Lucia - 400,-4,a,479.0,0.0,0.0,8.2,6.3,0.79
7250,Harry Dinkel Mit Sonnenblumenkernen - 400 ,-3,a,1155.0,0.8,3.7,8.2,10.5,1.0
7251,Haferkleie - Bösen - 750,-5,a,1523.0,1.2,1.0,8.2,12.5,0.01
7252,Haselnusskerne - Edeka Bio - 200 ,-3,a,2785.0,3.9,4.6,8.2,14.0,0.01
7253,Haselnusskerne - Edeka - 200,-3,a,2820.0,3.9,4.6,8.2,14.0,0.01
7254,Sport Mix - Kluth - e 75 ,-1,a,2571.0,6.7,4.8,8.2,23.1,0.01
7255,etrocknete Tomaten in rapsöl mit kräutern - Norma - 150 ,1,b,689.0,0.7,8.6,8.2,3.9,4.35
7256,Noisettes rillees - Alesto - 200,0,b,3021.0,6.8,3.5,8.2,14.3,0.03
7257,Aprikosen etrocknet - Alnatura,0,b,1209.0,0.1,40.0,8.2,2.2,0.0
7258,Bio Spezial-Müsli - Bio reno,0,b,1640.0,2.1,20.0,8.2,12.0,0.02
7259,Super choc muesli - Mymuesli - 575,7,c,1757.0,4.9,13.6,8.2,11.1,0.1
7260,Spicy Snacks (peanuts with Chili) - MorenLand - 150,3,c,2565.0,7.6,4.9,8.2,23.0,0.78
7261,Peanuts - Alesto - 500 ,4,c,2562.0,7.8,5.2,8.2,24.4,1.0
7262,Erdnüsse eröstet & esalzen - ut & ünsti - 200,4,c,2590.0,7.8,5.2,8.2,24.4,1.0
7263,Jumbo peanuts - Edeka - 200,4,c,2590.0,7.8,5.2,8.2,24.4,1.0
7264,Kar's Pumpkin Seeds Protein Thins - Dr. Kar - 150 ,11,d,1907.0,3.5,1.4,8.2,34.0,1.9
7265,Crémant - Chocolat noir - Cailler - 100,21,e,2280.0,17.0,53.0,8.2,5.1,0.0
7266,Das volle Korn KORN AN KORN - Harry - 500 ,-1,a,852.0,0.179,4.64,8.21,5.36,1.0
7267,vital&fit Mehrkornbrötchen zum Fertibacken - ut&ünsti - 540,-3,a,971.0,0.667,2.67,8.22,10.7,1.33
7268,Alpen Swiss Style Muesli no added suar - 560 ,-2,a,1544.0,0.9,16.0,8.3,12.0,0.3
7269,Freche Freunde feines Porride - 200,-4,a,1515.0,0.7,12.0,8.3,10.0,0.0
7270,Weizenvollkornmehl - Küchenmeister - 1 k,-6,a,1402.0,0.3,0.7,8.3,13.0,0.01
7271,Vollkorn Farfalle No. 37 - Alnatura - 500,-6,a,1508.0,0.4,3.4,8.3,12.0,0.01
7272,Veetarische emüsebällchen - arden OURMET - 200 ,-1,a,910.0,1.7,2.8,8.3,14.0,1.4
7273,Layenberer Lowcarb. one Protein Rieel Espresso nero - 35 ,-1,a,1393.0,4.8,1.1,8.3,45.2,0.45
7274,Bio Dinkel Zwieback - Brandt - 200 ,-1,a,1657.0,0.8,2.4,8.3,14.0,1.33
7275,Vollkornspahetti - Bio-Zentrale - 500,-6,a,1490.0,0.4,3.4,8.3,12.0,0.01
7276,Prinzessinnen muesli - mymuesli - 575 ,-2,a,1623.0,2.3,11.1,8.3,10.6,0.04
7277,Amaranth epufft - dm Bio - 125,-5,a,1543.0,1.2,1.2,8.3,12.0,0.0
7278,Soft Aprikosen - Alnatura - 100 ,-2,a,933.0,0.17,31.6,8.3,2.5,0.0
7279,Haferflocken Zart - Wurzener - 500 ,-5,a,1531.0,1.1,1.0,8.3,13.0,0.01
7280,Dinkel Mehl Vollkorn - Belbake - 1k,-6,a,1431.0,0.3,0.7,8.3,14.0,0.01
7281,Vollkorn mini penne - Alnatura - 500 ,-6,a,1508.0,0.4,3.4,8.3,12.0,0.01
7282,Amarante soufflée - Rapunzel - 150,-5,a,1565.0,1.5,1.1,8.3,12.0,0.01
7283,Vea Veetarisch emüsescheibe - Vivera - 200,-5,a,550.0,0.5,1.6,8.3,12.0,1.47
7284,Vollkorn Spirelli - bio Zentrale - 500 ,-6,a,1490.0,0.4,3.4,8.3,12.0,0.01
7285,Cheerios - Nestlé - 330 ,0,b,1661.0,1.0,21.6,8.3,9.1,0.57
7286,Christmas choc - Mymuesli - 575 ,0,b,1803.0,3.8,11.2,8.3,11.8,0.12
7287,Wk ranola apricot & pumpkin seeds - Kello's - 400,0,b,1803.0,2.2,15.0,8.3,8.9,0.2
7288,Erdnüsse eröstet - K-Classic - 150,0,b,2602.0,7.9,5.3,8.3,25.0,0.04
7289,Crownfield - 750  e,7,c,1546.0,2.6,27.6,8.3,8.4,0.06
7290,Früchte Müsli mit Vollkorn-etreideflocken und 41% Frucht - Kaufland - 750,6,c,1414.0,2.1,23.0,8.3,8.3,0.19
7291,Feine Spezialitäten Seed Mixture - Seeberer - 150 ,8,c,2523.0,6.4,2.6,8.3,30.0,0.04
7292,Christmas ranola - MyMuesli - 575 ,6,c,1757.0,3.8,15.6,8.3,11.1,0.1
7293,Käse-Kürbiskern-Knäcke-Snack - enerBiO - 110 ,13,d,1862.0,5.7,0.7,8.3,20.1,2.0
7294,Crunchy Round Cooked Spelled Cookies with Crunchy Almond Chips - Alnatura - 100 ,17,d,2435.0,18.5,22.8,8.3,10.6,0.1
7295,Alnatura - Kuvertüre Zartbitter - 150 ,20,e,2359.0,24.8,40.0,8.3,5.2,0.01
7296,Kelly‘s Pop Corn - 90 ,10,c,1730.0,3.0,1.33,8.33,7.67,2.0
7297,dmBio Dinkel - DM Naturland - 1000 ,-6,a,1491.0,0.2,1.7,8.4,14.0,0.01
7298,Kindermüsli - Milupa - 400 ,-2,a,1498.0,1.0,20.0,8.4,10.0,0.0
7299,Müsli Nuss & Krokant - Kölln - 500 ,-3,a,1699.0,1.8,7.7,8.4,12.0,0.1
7300,Zarte Haferflocken - Kaufland Classic - 500,-5,a,1561.0,1.2,1.3,8.4,13.0,0.01
7301,Haferflocken kerni / Flocons d'avoine en pépins - K-Classic - 500,-5,a,1548.0,1.2,1.3,8.4,13.0,0.01
7302,Mix de haricots - La Bio Idea - 240,-4,a,339.0,0.1,1.0,8.4,4.9,0.8
7303,STARK Protein Porride - 500,-5,a,1515.0,1.2,1.6,8.4,31.0,0.08
7304,Dinkel - Dm bio - 1000 ,-6,a,1491.0,0.2,1.7,8.4,14.0,0.01
7305,Verival Bio Bulur - 500 ,-6,a,1610.0,0.0,0.0,8.4,14.0,0.0
7306,Zarte Haferflocken (Kaufland) - K-Classic - 500 ,-5,a,1561.0,1.2,1.3,8.4,13.0,0.01
7307,Vollkorn-Dinkelflocken - K-Bio - 500,-6,a,1473.0,0.2,1.7,8.4,14.0,0.01
7308,Bohnen-Mix - Rapunzel - 400 ,-5,a,335.0,0.1,1.0,8.4,4.9,0.8
7309,Schoko-musli - dm Bio - 375 ,-2,a,1594.0,2.7,6.5,8.4,11.0,0.24
7310,Dinkel vollkorn mehl - dmBio - 1000 ,-6,a,1491.0,0.2,1.7,8.4,14.0,0.01
7311,Crownfield Müsli Schoko Wenier Süß - 750 ,-1,a,1636.0,4.0,12.4,8.4,11.6,0.1
7312,SCHOKO MÜSLI - dmBio - 750 ,0,b,1657.0,4.4,12.0,8.4,11.0,0.15
7313,Schoko Müsli - Alnatura - 750 ,0,b,1660.0,5.0,12.1,8.4,10.8,0.15
7314,Früchte Müsli - Knusperone - 750 ,0,b,1400.0,1.5,24.7,8.4,8.3,0.22
7315,Schoko Müsli ohne Rosinen - dm Bio - 750,0,b,1665.0,4.4,12.0,8.4,11.0,0.15
7316,Schoko Müsli - dmBio - 750  e,0,b,1665.0,4.4,12.0,8.4,11.0,0.2
7317,Kokos Mandel ranola - dmBio - 500,10,c,1921.0,8.4,9.9,8.4,11.0,0.2
7318,Nusskernmischun - Kluth - 500,8,c,2602.0,5.2,4.9,8.4,21.3,0.01
7319,"Erdnüsse, frisch eröstet, Premium - SAVE THE RHINO - 600 ",10,c,2565.0,7.7,4.9,8.4,24.0,0.02
7320,Schoko müsli - ut & ünsti - 750,9,c,1728.0,5.7,19.0,8.4,11.0,0.04
7321,ranola Kokos Mandel - DmBio - 500 ,10,c,1925.0,8.4,9.9,8.4,11.0,0.2
7322,reen Beans in Tomato Sauce - Eridanous - 280,4,c,263.0,5.6,8.7,8.4,4.8,4.45
7323,Shortbread finers - olden Breakfast - 750,16,d,2159.0,15.6,13.5,8.4,6.4,0.71
7324,Rosmarin Kartoffeln - Mai - 28 ,11,d,1088.0,1.2,13.0,8.4,9.4,25.7
7325,Edel Bitter 63% Kakao - Zetti - 100 ,19,e,2364.0,24.7,34.9,8.4,6.4,0.01
7326,Zartbitter Kokos - Alnatura - 100 ,19,e,2450.0,28.0,36.0,8.4,6.4,0.08
7327,Crunchy Müsli Coconut & Cashew - W. K. Kello - 400 ,-2,a,1880.0,2.0,12.0,8.44,8.44,0.2
7328,ut & ünsti Früchte Müsli - 750 ,-1,a,1425.0,1.7,23.7,8.5,8.4,0.2
7329,Røde Kidneybønen - Bonduelle - 250,-12,a,464.0,0.0,0.5,8.5,8.3,0.51
7330,"Spahetti, Vollkorn - Rapunzel - 500 ",-6,a,1469.0,0.5,3.8,8.5,12.0,0.08
7331,"Kidney-Bohnen verzehrferti - Bonduelle Bio - 310 , Abtropfewicht 250 ",-8,a,468.0,0.1,0.5,8.5,8.3,0.45
7332,Kinder knusper müsli - dmBio - 375,-3,a,1565.0,2.0,8.5,8.5,9.8,0.25
7333,Vollkornnudeln - Möwe - 350,-6,a,1481.0,0.8,3.0,8.5,13.0,0.05
7334,Vollkorn Nudeln / Pâtes complètes - Möwe,-6,a,1450.0,0.75,3.0,8.5,13.0,0.05
7335,Pop corn - Alnatura - 60,-1,a,1971.0,1.8,0.5,8.5,8.9,0.84
7336,Vollkorn Spiralen - Birkel - 350,-6,a,1481.0,0.8,3.0,8.5,13.0,0.05
7337,Muesli aux rains anciens - Alnatura - 500 ,-8,a,1576.0,1.0,14.0,8.5,12.0,0.04
7338,Bio Kindermüsli Banane-Erdbeere - babylove - 200 ,-4,a,1582.0,1.0,11.5,8.5,10.6,0.01
7339,"Strawberry, cranberry and raspberry muesli - Alpen - 560",-2,a,1536.0,0.9,15.0,8.5,12.0,0.25
7340,uten Moren Frühstücksbrei - Rapunzel - 500 ,-5,a,1582.0,1.1,3.9,8.5,16.0,0.01
7341,Vollkorn-Nudeln Spiralen - 3 locken - 250 ,-6,a,1481.0,0.8,3.0,8.5,13.0,0.05
7342,"Müsli Cranberry, Hafer-vollkorn Apfel Kürbis - kölln - 500",1,b,1544.0,1.3,24.0,8.5,7.7,0.1
7343,All natural peanut butter - Myprotein - 1 k,1,b,2423.0,8.2,5.9,8.5,30.0,0.0
7344,Erdnussbutter - Foodsprin - 250,1,b,2494.0,8.2,5.9,8.5,30.0,0.0
7345,Pain campanard aux raines - Schär - 250 ,1,b,1004.0,0.7,4.2,8.5,4.5,1.5
7346,Müsli Cranberry & Oats - Kölln - 375,1,b,1544.0,1.3,24.0,8.5,7.7,0.1
7347,Peanut Butter Oriinal Crunchy - MyProtein - 1 k,0,b,2423.0,8.2,5.9,8.5,30.0,0.0
7348,Früchte Müsli - Korn Mühle - 750 ,0,b,1424.0,1.7,23.7,8.5,8.4,0.21
7349,"Tomaten in nativem Olivenöl extra, sonnenetrocknet - Rapunzel - 120 ",2,b,1761.0,1.1,23.0,8.5,8.5,1.5
7350,"Barebells Protein Bar, Coconut-choco - 55 ",9,c,1515.0,9.2,2.8,8.5,36.0,0.3
7351,Crunchy Chocolate & Nut Muesli - Crownfield - 600 ,9,c,1896.0,6.8,17.2,8.5,9.6,0.18
7352,Mühlenklassiker Schokolade - Kölln - 750 ,6,c,1620.0,4.5,16.0,8.5,10.0,0.05
7353,Vollkorn Zwieback - Brandt - 225 ,7,c,1602.0,1.2,11.0,8.5,14.0,1.25
7354,Frankonia Nouat - 100 ,14,d,2092.0,16.0,10.0,8.5,9.7,0.25
7355,Dinkel Sticks Sesam & Schwarzkümmel - Alnatura - 150 ,15,d,1901.0,5.5,2.2,8.5,11.0,2.3
7356,Schokolade 69% Erdbeere - Chocqlate - 75 ,18,d,2427.0,26.0,30.0,8.5,6.5,0.0
7357,"Premium Knusper Müsli, Honi & Nüsse - letscherkrone - 500 ",11,d,1828.0,5.7,17.9,8.5,10.8,0.68
7358,Früchte-Müsli - OneDayMore - 400 ,-1,a,1619.0,1.3,21.3,8.6,9.5,0.0
7359,"My Müsli Blaubeermüsli, Blaubeer - mymuesli - 575 ",-1,a,1607.0,2.4,14.2,8.6,10.3,0.12
7360,Haferflocken Krokant & Quinoa - letscherkrone - 325 ,-3,a,1615.0,1.2,11.8,8.6,11.8,0.02
7361,Kalifornische Mandel Kerne eröstet & esalzen - Ardilla - 150  ℮,-1,a,2553.0,4.2,3.8,8.6,27.2,0.7
7362,Dinkelmehl Vollkorn - Bauck Hof - 1000 ,-6,a,1445.0,0.5,1.3,8.6,12.3,0.003
7363,Active Früchte Müsli Traditionell - letscherkrone - 750 ,0,b,1414.0,1.6,24.0,8.6,8.3,0.17
7364,Lycka Schoko Nuss - ranola Knuspermüsli - 350 ,0,b,1849.0,2.7,15.0,8.6,12.0,0.18
7365,Kello Crunchy Müsli - W.K. Kello - 400 ,0,b,1803.0,2.1,16.0,8.6,8.6,0.2
7366,Vollkorn Penne - Netto - 500 ,0,b,6067.0,0.5,3.8,8.6,12.0,0.01
7367,Knusper Müsli Triple Choc - Rewe Beste Wahl - 500 ,8,c,1845.0,3.9,21.0,8.6,9.1,0.33
7368,Bio-Jumbo Erdnüsse - Bio Sonne - 250,3,c,2552.0,10.2,5.9,8.6,24.3,0.08
7369,"Schoko Müsli mit Vollkorn-Haferflocken, Zartbitter- und Vollmilchschokolade - K-Classic Kaufland - 750",8,c,1737.0,5.1,17.0,8.6,11.0,0.13
7370,Knusper-Müsli mit Früchten - K-Classic - 500 ,10,c,1841.0,6.8,17.0,8.6,10.0,0.37
7371,Paranuss-Kerne - Trader Joe's - 200 ,3,c,2871.0,16.3,2.6,8.6,14.1,0.025
7372,Erdnussmus - dmBio - 250 ,9,c,2667.0,7.7,4.5,8.6,25.0,0.0
7373,Erdnussmus - Eisblümerl - 250,10,c,2690.0,7.7,4.0,8.6,25.0,0.02
7374,Cranberry & Coconut Crispbread 8 x 200 - Dr Kar's - 200 (8 x 25 ),7,c,1929.0,4.0,14.0,8.6,13.0,0.4
7375,Couverture Zartbitter - Edeka - 200 ,20,e,2213.0,21.0,42.7,8.6,6.2,0.05
7376,Schoko Diner - Rebelicious - 275 ,-4,a,1435.0,0.9,12.9,8.7,9.8,0.0
7377,Hamburuesas veetarianas - My Best Veie - 200 ,-2,a,728.0,0.7,4.0,8.7,18.8,1.5
7378,Vollkornbrot - oldblume - 500 ,-1,a,887.0,0.8,0.9,8.7,6.4,1.15
7379,rüne Erbsen Penne - K-Bio - 250,-5,a,1537.0,1.6,2.3,8.7,22.0,0.01
7380,Epicerie / Petit Déjeuner / Céréales Petit Déjeuner - Allos - 400 ,-2,a,1766.0,1.4,11.0,8.7,9.5,0.2
7381,Honey Rins - K-CLASSIC - 750,-1,a,1609.0,0.8,21.0,8.7,9.6,0.29
7382,Porride bananeschoko - ,0,b,1674.0,4.6,10.1,8.7,12.2,0.0
7383,Nesquik Knusper Frühstück - 625 ,0,b,1544.0,0.6,25.0,8.7,8.4,0.44
7384,Apfeljohannisbeer - myMuesli - 575,0,b,1688.0,2.6,15.2,8.7,12.9,0.05
7385,Datteln - enuss Plus - 250,2,b,1225.0,0.1,64.0,8.7,1.9,0.09
7386,Datteln - Kluth - 200,2,b,1225.0,0.1,63.8,8.7,1.9,0.09
7387,Yohurt flavour dressin - Mestemacher,1,b,38.0,0.0,0.0,8.7,0.0,1.5
7388,Schoko-müsli - K-Classic - 575 ,0,b,1660.0,4.6,9.7,8.7,12.0,0.09
7389,Mond & Sterne Müsli - Rapunzel - 1 k,0,b,1628.0,3.5,9.4,8.7,12.0,0.3
7390,Hih protein tortilla wraps - ot7 Nutrition - 280 ,6,c,1259.0,1.5,2.2,8.7,21.0,1.6
7391,peanut butter crunchy - Eisblümerl Naturkost - 250,5,c,2694.0,12.0,3.5,8.7,30.0,0.65
7392,Aktiv-Mix - enuss Plus - 150 ,10,c,2213.0,4.7,23.0,8.7,20.0,0.03
7393,"Muesli bio croustillant, sucré, au chocolat au lait - Bio Sonne - 500 ",13,d,1895.0,9.0,23.4,8.7,9.3,0.2
7394,Epicerie / Petit Déjeuner / Céréales Petit Déjeuner - Alnavit - 350,13,d,1870.0,11.0,15.0,8.7,10.0,0.05
7395,Clusters Schokolade - Nestlé Clusters - 375 ,11,d,1623.0,2.6,28.0,8.7,8.5,0.93
7396,Samba dark - Rapunzel - 250 ,16,d,2421.0,9.4,31.0,8.7,10.0,0.01
7397,Mandel Creme - Rapunzel - 250 ,14,d,2791.0,16.0,12.0,8.7,17.0,0.16
7398,Superfood ranola - enerBio - 500 ,-1,a,1866.0,2.4,12.0,8.8,12.0,0.14
7399,Porride enau Richti - Mohnie Banane - 3Bears - 50 ,-1,a,1561.0,1.1,20.0,8.8,11.0,0.07
7400,Früchte Porride - Alnatura - 500,-3,a,1485.0,1.0,17.0,8.8,10.0,0.03
7401,Fusilli Pois Verts - YOU - 250,-6,a,1412.0,0.4,2.6,8.8,20.0,0.01
7402,Épeautre Dinkel - Alnatura - 1 k,-6,a,1428.0,0.2,1.2,8.8,14.0,0.01
7403,Amaranth - dm Bio - 500 ,-5,a,1645.0,1.9,1.1,8.8,14.0,0.04
7404,Sylter Walnuss-Vollkornbrot - Mestemacher - 250 ,-2,a,824.0,0.5,4.1,8.8,5.6,1.0
7405,Honey Hoops - Crownfield - 600 ,-2,a,1541.0,0.4,20.9,8.8,8.8,0.19
7406,Whole wheat flour bioland spelled - Alnatura - 1000,-6,a,1440.0,0.3,1.0,8.8,12.3,0.02
7407,rünkern - Bio-Zentrale - 500 ,-6,a,1442.0,0.2,1.7,8.8,12.0,0.07
7408,rünkern - Alnatura - 500 ,-6,a,1445.0,0.3,0.7,8.8,12.0,0.01
7409,Beerenmüsli - Seeberer - 315,-1,a,1640.0,1.2,21.0,8.8,9.6,0.12
7410,Bio Haferflocken - Wurzener - 500,-5,a,1532.0,1.3,1.0,8.8,11.0,0.01
7411,Paprika Hummus - perla - 180,-2,a,1090.0,1.9,1.4,8.8,7.6,0.9
7412,Bio Haferflocken zart - Wurzener - 500,-5,a,1540.0,1.3,1.0,8.8,11.0,0.01
7413,ranits Erdmandel-Hanf-Kakaonibs - enerBiO - 500 ,-1,a,1860.0,2.4,12.1,8.8,12.0,0.14
7414,Bio Müsli - Bio Sonne - 500,-5,a,1540.0,2.8,21.1,8.8,9.0,0.11
7415,PEMA Eiweissbrot - 500 ,-3,a,952.0,1.1,1.9,8.8,18.0,1.1
7416,Meisterbäckers Vital - Schär - 350,1,b,1099.0,1.1,0.9,8.8,4.5,1.0
7417,Erdnüsse eröstet und esalzen - clarkys - 500 ,1,b,2582.0,5.8,4.5,8.8,26.0,1.0
7418,Ja! Früchtemüsli - 1000 ,0,b,1490.0,2.7,21.7,8.8,8.8,0.08
7419,Bio Fruchtrieel Apfel Zimt - Alnavit - 40 ,2,b,1547.0,1.2,51.0,8.8,6.3,0.0
7420,Bio Datteln - MorenLand - 200 ,2,b,1232.0,0.1,66.1,8.8,2.0,0.01
7421,"Trockenpflaumen, entsteint, essferti - Clarkys - 500 ",1,b,1226.0,0.1,42.0,8.8,2.9,0.01
7422,Chicken Teriyaki mit Blumenkohl - Frosta - 400,9,c,1228.0,2.0,2.6,8.8,6.9,2.88
7423,Früchte-Müsli Vollkorn - real quality - 600 ,6,c,1435.0,2.5,25.0,8.8,7.8,0.16
7424,"Jolly time, popcorn, butter - 3 * 100  (300 )",21,e,2212.0,17.5,0.3,8.8,7.3,2.4
7425,Schokolade Orane 69% - Chocqlate - 75 ,19,e,2427.0,26.7,29.7,8.8,7.0,0.33
7426,Toblerone chocolate bar dark - 100 ,21,e,2238.0,19.5,47.0,8.8,6.3,0.0
7427,Fruchties Hafer-Porride - Kölln - 375 ,-2,a,1519.0,1.3,15.0,8.9,9.3,0.04
7428,Muesli crujiente - Rossmann - 375 ,-3,a,1598.0,1.2,10.0,8.9,10.0,0.11
7429,Mühlenklassiker mit vielen sonnien Früchten - Kölln - 750  e,-1,a,1469.0,1.6,20.0,8.9,8.5,0.08
7430,"Freche Freunde Banane, Apfel & Blaubeere Müsli - Frechefreunde - 200 ",-3,a,1439.0,1.1,10.0,8.9,9.7,0.0
7431,Action Das Vollkornbrötchen - Coolback,-1,a,1197.0,1.3,3.2,8.9,14.2,1.2
7432,Bärenmüsli Früchte - Bebivita - 450 ,-4,a,1494.0,0.6,10.4,8.9,9.9,0.05
7433,Amandes effilées - Auchan - 125 ,-3,a,2682.0,4.4,4.2,8.9,24.7,0.1
7434,JACKFRUIT Burer Patties - bio - 180 ,-4,a,552.0,1.4,2.9,8.9,8.3,1.1
7435,Datteln etrocknet entsteint - K-Bio - 200,2,b,1284.0,0.1,61.0,8.9,2.4,0.03
7436,Datteln - nutwork - 200,2,b,1280.0,0.1,58.0,8.9,2.5,0.04
