,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
3692,Delikatess-Rotkohl - Spreewald Köniin - 350,1,b,266.0,0.1,11.5,1.9,1.9,1.4
3693,Babylove Apfel mit etreideflocken - DM Babylove - 190 ,1,b,310.0,0.2,9.7,1.9,0.9,0.005
3694,Napoletana - Bernbacher - 400 ,1,b,226.0,0.4,4.6,1.9,1.3,1.5
3695,Pelmeni - MIR.BIO - 400,0,b,774.0,0.8,0.6,1.9,10.4,1.1
3696,Tortelloni Fleisch - Villa usto - 400 ,1,b,971.0,2.1,0.4,1.9,9.6,0.83
3697,Semmel Knödelinos - Buris - 375 ,2,b,715.0,0.6,0.1,1.9,8.1,1.5
3698,Ravioli Spinaci - Hilcona - 250 ,2,b,675.0,0.6,1.5,1.9,5.3,1.2
3699,India Chicken - FRoSTA - 500 ,0,b,454.0,1.6,4.0,1.9,6.7,0.87
3700,Zwerenwiese emüse Bolonese - 350 ,4,c,293.0,0.4,5.5,1.9,1.6,1.1
3701,Steinofen Pizza Champinon - Waner - 350 ,3,c,925.0,3.5,1.6,1.9,8.2,1.0
3702,Steinofen Pizzies Speciale - Waner - 300 ,4,c,954.0,3.2,4.0,1.9,11.2,1.2
3703,Steinofen Mozzarella - Waner - 350 ,4,c,1019.0,3.7,3.9,1.9,10.2,1.0
3704,Linsen Chips - Rosmarin - Heimatut - 75 ,4,c,1087.0,1.1,0.7,1.9,5.0,1.1
3705,Davert - 64 ,3,c,490.0,1.2,2.1,1.9,4.6,0.925
3706,"Steinofen Pizza, Schinken - Waner - 350 ",3,c,954.0,3.3,1.9,1.9,10.6,1.1
3707,Dijon Oriinale - Maille - 235ml,10,c,628.0,0.6,1.9,1.9,7.0,5.7
3708,usto Pufuleți - 85 ,10,c,1787.0,4.5,1.8,1.9,6.5,0.6
3709,Dovan - 350,5,c,326.0,0.5,7.1,1.9,1.0,1.2
3710,"Zwerenwiese Kinder-ketchup Ohne Zucker,Mit Apfelsüße,500 ML Flasche",9,c,343.0,0.5,17.0,1.9,1.6,1.4
3711,Italissimo Thin & Crispy Caprese - 280 ,3,c,799.0,2.7,4.0,1.9,8.3,1.2
3712,Backmich 5 Steinofen Dinkelbrötchen - Lieken Urkorn - 300 ,3,c,1138.0,0.4,1.9,1.9,10.0,1.5
3713,olden Toast Hot Do,3,c,1155.0,1.0,7.5,1.9,8.5,1.25
3714,Next Level Meal Wild Berries - runtime - 150,10,c,1719.0,1.6,11.1,1.9,19.4,0.73
3715,Veetarische Bratline - dmBio - 175 ,4,c,626.0,0.6,2.2,1.9,2.6,1.4
3716,"Ohne Zuckerzusatz, Erdbeere - zue - 250",3,c,657.0,0.0,37.0,1.9,0.0,0.08
3717,Rösti mit Speck - Hero - 500,4,c,513.0,1.3,0.5,1.9,2.5,0.94
3718,Natur reis - Uncle Ben's - 220 ,5,c,2891.0,0.5,0.5,1.9,3.7,0.01
3719,emüse Stäbchen - Alnatura - 300 ,3,c,774.0,1.6,1.7,1.9,4.9,1.2
3720,Steinofen  Fantastica - Waner - 350 ,4,c,941.0,3.8,2.5,1.9,9.3,1.2
3721,Spahetti Quattro Formai - K Classic - 315 ,3,c,682.0,2.4,4.6,1.9,5.8,0.64
3722,Frucht pur 75% Aprikose - Allos - 250 ,3,c,416.0,0.1,23.0,1.9,0.5,0.03
3723,"Steinofenpizza mit Mozzarella, Babyspinat & Ricotta - ustavo usto - 480 ",15,d,898.0,4.9,4.2,1.9,9.5,2.5
3724,Steinofen Pizza Speciale - Waner - 350 ,11,d,972.0,4.6,2.2,1.9,10.3,1.375
3725,Piccolinis Salami - Waner - 9pcs,12,d,1105.0,4.9,2.1,1.9,10.7,1.4
3726,Flammkuchen - Oriinal Waner - 310 ,12,d,1035.0,5.4,5.5,1.9,7.6,1.0
3727,Chilli Sauce for Seafood - Flyin oose Brand - 295 ml,16,d,563.0,0.0,28.0,1.9,2.4,3.3
3728,Whey Choco - Body&fit - 250 ,11,d,2105.0,6.7,2.1,1.9,21.4,0.1
3729,Knuspy kids - Barnhouse - 250,12,d,1650.0,1.0,29.9,1.9,5.7,0.74
3730,"usto Pufuleți ecoloici - 35 ,",18,d,1998.0,8.3,1.8,1.9,6.1,1.5
3731,Dinkel Kaiserschmarrn mit Rosinen - Bauck Hof - 160 ,12,d,1502.0,0.3,27.4,1.9,6.1,0.7
3732,Pesto avec auberines - Barilla - 175 ,11,d,916.0,2.5,5.5,1.9,2.5,1.65
3733,Tortellini jambon cru - Chef select - 250 ,12,d,1343.0,3.5,5.1,1.9,13.0,1.3
3734,Cheese-Burer vom Rind - K-Classic - 300 ,15,d,1071.0,5.6,3.2,1.9,13.0,2.0
3735,Chestnut spread - Clément fauier - 78 ,12,d,1130.0,0.2,50.2,1.9,1.3,0.0
3736,Pesto Verde - Miracoli - 180,18,d,2110.0,7.3,3.4,1.9,4.4,1.38
3737,Ovomaltine crunchy cream - 380,23,e,2276.0,7.1,54.5,1.9,3.8,0.3
3738,Moelleux au chocolat - Duc de Coeur - 180  (2 * 90 ),19,e,1598.0,14.0,31.0,1.9,6.0,0.1
3739,Milka Luflée - 100 ,26,e,2234.0,17.5,57.0,1.9,6.5,0.4
3740,luten Free Saltí - Schar - 175,20,e,1862.0,5.9,7.4,1.9,2.3,2.3
3741,Milka & LU - 87 ,27,e,2142.0,15.0,49.0,1.9,6.4,0.55
3742,"shortbread cookies plain - quickbury - 6 pièces, 125r",19,e,2021.0,9.8,20.6,1.9,7.2,0.35
3743,zarte momente - Milka - 196  (19 * 8.9),26,e,2297.0,18.0,51.0,1.9,5.4,0.39
3744,Vollmilch - Alnatura - 100 ,27,e,2410.0,25.0,48.0,1.9,7.0,0.24
3745,Ovomaltine Crunchy Cream,20,e,2280.0,5.0,54.5,1.9,3.8,0.25
3746,Nuscobio Milch & Nuss-Nouat Duo - Brinkers - 400 ,23,e,2401.0,7.6,53.0,1.9,4.8,0.09
3747,Pralinés Haselnusscrème - Milka - 44 ,26,e,2283.0,18.0,56.0,1.9,5.2,0.35
3748,Alpenvollmilchschokolade - Excelsior - 100,26,e,2264.0,20.0,55.0,1.9,7.0,0.38
3749,I love Milka Pralinès Nuss-Nouat-Crème - 110 ,26,e,2295.0,17.5,545.0,1.9,5.9,0.35
3750,Vollmich schokolade - Rapunzel - 100 ,26,e,2448.0,24.0,44.0,1.9,9.3,0.25
3751,Crunchy cream - Ovomaltine - 400,23,e,2276.0,7.1,54.5,1.9,3.8,0.3
3752,KitKat Chunky Salted Caramel - Nestlé - 42 ,26,e,2209.0,16.9,46.9,1.9,9.2,0.37
3753,Waffles with oranic hazelnuts - Alnatura - 175 ,26,e,2083.0,8.8,38.0,1.9,4.6,1.3
3754,4.34E+12,16,e,251.0,0.0,12.0,1.9,0.6,0.01
3755,Honkon Nudeln mit emüse - Orient Plaza - 450,1,b,742.0,0.867,3.69,1.91,4.69,0.867
3756,Stax Cucumber Flavor - Lay’s - 104 ,3,c,2.25,0.0,11.5,1.92,3.85,1.23
3757,Babyspinat Fein und zart - Florette - 100 ,-8,a,77.0,0.01,0.3,1.97,1.77,0.14
3758,Pasta Bolonese Meatballs - YOUCOOK - 420,-2,a,662.0,2.0,2.9,2.0,7.0,0.65
3759,emüse-Ideen emüse-Pilz Pfanne - ilo - 480 ,-3,a,214.0,0.6,2.4,2.0,2.0,0.62
3760,Penne n. 21 (Sans luten) - Schär - 500,-3,a,1522.0,0.4,0.3,2.0,8.2,0.0
3761,1·2·3 Frites Oriinal - McCain - 750 ,-2,a,606.0,0.4,0.5,2.0,3.0,0.1
3762,Pak Choi - Oaklands - 2 pcs,-7,a,58.0,0.1,1.5,2.0,1.5,0.05
3763,Bontà d'italia spahetti - Schar - 500,-3,a,1502.0,0.0,0.3,2.0,8.2,0.0
3764,Apfelmus - Das andere Apfelmus - 350,-4,a,318.0,0.1,15.9,2.0,0.3,0.01
3765,Hak Apfelmus - 350,-5,a,197.0,0.2,9.5,2.0,0.3,0.0
3766,luten Free Fusilli - Schär - 500 ,-3,a,1502.0,0.4,0.3,2.0,8.2,0.0
3767,Pommes de terres chair ferme - Cote Marche - 2.5k,-8,a,335.0,0.16,0.1,2.0,1.86,0.0
3768,"Champinons, 1. Wahl - K-Classic - 400",-5,a,84.0,0.1,0.5,2.0,2.3,0.85
3769,Spitzen Lankorn-Reis - K-Classic - 1 k,-3,a,1464.0,0.5,0.8,2.0,8.6,0.01
3770,Tomates cherry 'Sarita' - 250 ,-8,a,90.0,0.0,2.0,2.0,2.0,0.0
3771,Karotten mit Kartoffeln und elber Bete - Alnatura - 190 ,-2,a,211.0,0.1,2.5,2.0,1.0,0.036
3772,Blattspinat - ilo - 500 ,-8,a,88.0,0.1,0.5,2.0,3.0,0.04
3773,Würz-Spinat - ilo - 500 ,-4,a,350.0,0.5,0.7,2.0,2.9,0.88
3774,Semmel Knödel - Pfanni - 200 ,-1,a,577.0,2.11,0.42,2.0,3.68,0.0
3775,Bontà d'italia Pipe - Schär - 500,-2,a,1502.0,0.4,0.3,2.0,8.2,0.3
3776,Apfelmus 0% - HAK - 190,-5,a,197.0,0.0,9.5,2.0,0.3,0.01
3777,haricots verts  cueillis et ranés main extra fins - Auchan - 660 ,-4,a,75.0,0.3,0.0,2.0,1.1,0.9
3778,Blatt-Spinat natur - ilo - 800 ,-8,a,67.0,0.1,0.5,2.0,3.0,0.04
3779,Apfelmus - Lausitzer old - 710 ,-4,a,318.0,0.1,15.9,2.0,0.3,0.01
3780,Hipp Kinder Hirse Krinel - 30 ,-3,a,1615.0,0.3,0.5,2.0,9.9,0.05
3781,Épinards à la crème hachés - M-Budet - 1200,-5,a,222.0,0.5,1.0,2.0,2.5,0.9
3782,Das andere Apfelmus - Spreewaldhof - 720,-4,a,289.0,0.1,14.0,2.0,0.4,0.01
3783,Reis-fit Basmati Rice - 500,-3,a,1532.0,0.2,0.2,2.0,9.0,0.03
3784,Riz CARNAROLI - Mister Rice - 1k,-2,a,1498.0,0.5,0.5,2.0,7.0,0.03
3785,Spätzle Pfanne - Frosta - 500 ,-1,a,464.0,1.0,1.5,2.0,6.8,0.93
3786,natreen Himbeeren - 340,-7,a,63.0,0.1,2.2,2.0,0.5,0.01
3787,elbe Karotten mit rünem Sparel und Romanesco in Rucola-Butter - Frosta - 380 ,-1,a,335.0,4.0,3.0,2.0,1.3,0.75
3788,Fruchtmus Apfel-Banane - K-Classic - 400 ,-5,a,323.0,0.1,12.0,2.0,0.6,0.01
3789,Weiße Karotte mit Kartoffeln und Pastinaken  ( Nach dem 4. Monat ) - Hipp - 190 ,-4,a,242.0,0.8,2.0,2.0,1.1,0.05
3790,Kinder-Hirse-Krinel - Hipp - 30 ,-3,a,1637.0,0.3,0.5,2.0,9.9,0.05
3791,Pumpkin oranics - Pumpkin Oranics mbH - 100 ,-3,a,167.0,0.15,5.0,2.0,1.3,0.025
3792,BIO IXSO AUFREEND NATÜRLICH mit Koffein - 250 ml,-6,a,209.0,0.1,9.0,2.0,0.5,0.01
3793,Bio IXSO ERFRISCHEND NATÜRLICH ohne Koffein - 250 ml,-6,a,209.0,0.1,9.0,2.0,0.5,0.01
3794,Hirse krinel - Hipp,-3,a,1632.0,0.3,0.5,2.0,9.8,0.05
3795,Tapioca Stick - Trady - 300 ,-2,a,350.0,0.0,0.0,2.0,3.5,0.3
3796,Deutsche Kulturchampinons - Rheinische Pilz-Zentrale - 400 ,-8,a,69.0,0.1,0.2,2.0,2.7,0.02
3797,Eiernudeln Spahetti - 7 Hühnchen - 600 ,-3,a,1498.0,0.5,3.0,2.0,12.0,0.05
3798,Apfel mit Banane - Alnatura - 190 ,-5,a,266.0,0.18,11.7,2.0,0.5,0.003
3799,"Champinons, frisch - Sprötauer Champinons mbH - 350",-8,a,63.0,0.1,0.1,2.0,3.0,0.1
3800,emüse mit Hirse - Alnatura - 220 ,-3,a,153.0,0.1,1.7,2.0,1.0,0.04
3801,Alpro o On Blackcurrant - 150 ,-2,a,342.0,0.5,7.5,2.0,5.1,0.28
3802,Spahetti - Bio sonne - 500 ,-3,a,1473.0,0.2,2.3,2.0,12.0,0.01
3803,"Amandine - De la Réion - 1,5 k",-8,a,305.0,0.5,1.0,2.0,2.0,0.0
3804,Linsen -  - 265 ,-4,a,396.0,0.0,0.6,2.0,7.5,0.44
3805,abelspahetti - 7 Hühnchen - 600 ,-3,a,1498.0,0.5,3.0,2.0,12.0,0.05
3806,arnelen Mano Curry mit Nudeln - Youcook - 420 ,2,b,498.0,3.9,3.1,2.0,5.8,0.87
3807,Creamy Peanut Butter - Jif - 454,0,b,795.0,3.5,3.0,2.0,7.0,0.356
3808,Pecorino - Barilla - 400,2,b,377.0,1.7,5.5,2.0,2.9,1.0
3809,Zerup - Frankys Bakery - 425 ml,0,b,46.0,0.0,0.0,2.0,0.5,0.5
3810,Panés de poulet x2 - Le aulois - 200 ,2,b,916.0,2.2,1.7,2.0,12.0,1.2
3811,Frischkost Sauerkraut - Eden - 500 ,2,b,115.0,0.0,2.6,2.0,2.0,1.3
3812,Rösti - coop - 500 ,1,b,439.0,0.5,0.0,2.0,2.0,0.875
3813,emüse Rösti - Hero - 250,1,b,370.0,0.3,1.3,2.0,1.7,0.83
3814,Frutti di mare - villa usto - 400,1,b,820.0,2.1,3.5,2.0,9.6,1.0
3815,Rote Linsensuppe - Erasco - 390 ml,0,b,281.0,0.9,1.9,2.0,4.1,0.95
3816,Veie Masala - Youcook - 450 ,1,b,580.0,0.6,4.2,2.0,2.0,0.68
3817,Steinofen Diavolo - Waner - 350 ,2,b,943.0,4.0,3.7,2.0,9.6,1.1
3818,Steinofen Pizza Lachs Spinat - Waner - 350 ,0,b,858.0,2.6,3.7,2.0,9.0,0.81
3819,Rösti - Hero - 500,2,b,444.0,0.4,0.2,2.0,1.8,0.95
3820,Japanisches chicken teriyaki - Youcook - 420 ,2,b,546.0,0.5,5.9,2.0,6.4,1.23
3821,ewürzurken - Spitzbüble - 670,1,b,29.0,1.0,1.0,2.0,4.0,15.0
3822,Thai Hähnchen mit Bandnudeln - FRoSTA - 375 ,0,b,431.0,0.4,2.5,2.0,5.6,1.0
3823,Frucht Pur 75% Mano - Allos - 250,2,b,523.0,0.5,27.0,2.0,0.7,0.06
3824,Pizza Verdura - bio inside - 380 ,2,b,823.0,2.7,2.7,2.0,8.7,1.3
3825,Pizza Deliziosa Tonno - Trattoria Alfredo - 710  (2 x 355 ),1,b,933.0,3.0,3.5,2.0,9.5,1.0
3826,Nouilles chinoises sautées - Bofrost - 1000 ,1,b,527.0,0.5,3.5,2.0,3.7,1.1
3827,Reispapier - Sonaco - 340 ,1,b,1397.0,0.0,0.0,2.0,3.5,0.3
3828,Mc Caïn Western Frites - McCain - 600 ,2,b,695.0,0.6,0.5,2.0,3.0,0.8
3829,Activia quinoa et raines de tournesol - Danone - 460  (4x115),0,b,452.0,1.8,11.6,2.0,4.1,0.14
3830,Polpa di Pera - Probios - 100,1,b,255.0,0.0,14.3,2.0,0.5,0.02
3831,Mini Cornichon A L'estraon - Auchan,0,b,63.0,0.0,0.6,2.0,1.2,1.8
3832,Veetarische Filet-Streifen - arden ourmet - 175,0,b,930.0,1.1,2.0,2.0,22.0,1.1
3833,Bio Mohn Vanille Johurt mild - Söbbeke - 500 ,1,b,459.0,2.0,14.6,2.0,4.1,0.13
3834,Bi Pizza BBQ-Chicken - Waner - 420 ,2,b,951.0,2.4,3.9,2.0,9.69,1.31
3835,Pizza Spinaci - Riano - 2*780,2,b,934.0,2.6,4.9,2.0,7.6,0.95
3836,Teiwaren: Ravioli ricotta e spinaci - Miros - 250 ,3,c,904.0,3.5,1.5,2.0,8.0,1.0
3837,Oriinal Waner Steinofen Pizzies 2 Sück - 300,9,c,1017.0,3.4,4.2,2.0,10.8,1.2
3838,Pizza Tradizionale Salame Romano - Dr. Oetker - 370 ,10,c,1009.0,3.5,3.5,2.0,9.8,1.4
3839,Hanfsamen Bio - Pure One - 200,3,c,2527.0,4.0,1.0,2.0,32.0,0.01
3840,Elsässer Flammkuchen - Steinhaus - 350 ,9,c,1029.0,3.5,3.5,2.0,8.0,1.3
3841,Hof-emüse - Allos - 135,4,c,951.0,1.9,3.9,2.0,4.9,1.4
3842,Tortellini prosciutto crudo - Armando De Anelis - 250 ,3,c,1284.0,2.5,2.1,2.0,11.1,1.3
3843,4 Frucht Konfitüre - Bonne Maman - 370 ,9,c,1000.0,0.0,58.0,2.0,0.6,0.0
3844,Ravioli Tomate Mozzarella - Toque Du Chef - 2 personnes - 250 ,9,c,1218.0,4.4,2.6,2.0,10.0,1.0
3845,elee extra Himbeere - Tante Klara - 340 ,10,c,1020.0,0.1,59.0,2.0,0.6,0.1
3846,Ristorante: Pizza veetale - Dr. Oetker - 385  e,3,c,834.0,3.2,3.4,2.0,6.6,0.97
3847,"Bi Pizza, Supreme - waner - 420",3,c,987.0,3.5,2.4,2.0,10.4,1.3
3848,Italian napoli sauce - Miros - 250ml,5,c,324.0,1.5,7.0,2.0,1.5,1.275
3849,Buons idea Risotto Porcino di staione - Scotti - 210 ,9,c,1435.0,0.6,0.9,2.0,7.7,1.8
3850,Finizza Trattoria Tuna - 355 ,3,c,1041.0,3.0,3.5,2.0,11.0,1.3
3851,Steinofen Pizza Thunfisch - Waner - 360  e,3,c,1033.0,3.8,2.2,2.0,10.5,1.1
3852,Capers - condy - 65,7,c,154.0,0.5,0.5,2.0,2.5,7.3
3853,Pate tartiner bio - Zwerenwiese - 160,6,c,1063.0,3.8,3.2,2.0,3.8,1.1
3854,La Mia rande Prosciutto e Formai - Dr. Oetker - 400 ,10,c,970.0,4.1,3.5,2.0,12.0,1.5
3855,Bio Brotaufstrich mit Tomate und Quinoa - dm Bio - 125 ,8,c,728.0,1.4,3.9,2.0,2.4,1.9
3856,Bio Brotaufstrich mit Tomaten und Quinoa - dm Bio - 125,8,c,728.0,1.4,3.9,2.0,2.4,1.9
3857,Erdbeere In Apfel-Birne (Quetschi) - Bebivita - 90,2,c,190.0,0.0,10.3,2.0,0.3,0.05
3858,Kartoffelpuffer - ararfrost - 600,3,c,473.0,0.1,2.0,2.0,3.0,1.2
3859,Denny's frites classic - 250,7,c,3297.0,1.0,0.5,2.0,2.0,0.25
3860,Pesto Rosso Bio - dmBio - 120  e,8,c,1562.0,6.1,4.3,2.0,2.4,1.4
3861,Pesto Rosso - Dm bio - 120 ,8,c,1562.0,6.1,4.3,2.0,2.4,1.42
3862,Tomate-Basilikum Veaner Bio-Aufstrich - Take It Veie - 180,9,c,1397.0,3.1,5.6,2.0,4.6,0.7
3863,Curry Streich - Zwerenwiese - 180 ,9,c,1325.0,2.8,4.3,2.0,6.1,1.5
3864,Hof emuse - Allos - 135 ,4,c,741.0,1.6,6.6,2.0,0.0,1.1
3865,Hof emüse Susis Scharfe Tomate - Allos - 135,3,c,669.0,1.3,7.8,2.0,4.5,1.4
3866,Hokkaido Aufstrich - Alnatura - 125 ,4,c,798.0,1.5,9.0,2.0,1.7,0.74
3867,Mirabelle Intense - Bonne Maman - 235 ,6,c,682.0,0.0,39.0,2.0,0.5,0.0
3868,oronzola - Barilla - 400 ,3,c,565.0,1.8,6.5,2.0,3.0,1.25
3869,"The Pesti, red pesto - Barilla - 200 ",15,d,1356.0,3.7,7.5,2.0,3.8,3.0
3870,Brioche tressée - Maître Jean Pierre - 600 ,12,d,1464.0,5.0,12.0,2.0,8.0,1.1
3871,Frosties - Kello's - 600,13,d,1594.0,0.1,37.0,2.0,4.5,0.825
3872,rafschafter - 320,11,d,1096.0,0.5,60.0,2.0,0.5,0.03
3873,Mini Vean Wieners - Alnatura - 170,11,d,1083.0,1.9,2.9,2.0,26.0,2.2
3874,Pesto Sauce with Basil and Roquette - Barilla - 190 ,18,d,1828.0,5.0,5.0,2.0,3.9,3.0
3875,Pik et croq - La vache qui rit - 280,12,d,1220.0,9.5,5.5,2.0,10.0,1.5
3876,Waner BI CITY Pizza Amsterdam - 410,11,d,1067.0,4.6,2.4,2.0,11.4,1.4
3877,dm Sportness Eiweiß 50% - 45,11,d,1540.0,6.22,0.889,2.0,50.2,0.756
3878,Mano Papaya Curry - Edeka Bio - 180,11,d,1590.0,3.3,12.5,2.0,5.3,0.95
3879,Pesto Rosso - dmBio - 120 ,13,d,1562.0,6.1,4.3,2.0,2.4,1.4
3880,Soft Cake Himbeer - riesson - 300 ,17,d,1607.0,6.0,52.0,2.0,3.0,0.15
3881,Soft Cake Orane - riesson - 300 ,17,d,1594.0,6.0,52.0,2.0,3.0,0.15
3882,Doub!e x 4 - 7 Days - 240,18,d,1868.0,15.0,15.0,2.0,6.0,0.5
3883,Cashew Butter - MyProtein - 1 k,15,d,2674.0,10.0,5.4,2.0,20.0,0.0
3884,"Prawn chips ""natural"" - Werner Lauenroth - 100 ",17,d,2080.0,2.6,5.5,2.0,2.3,3.25
3885,Chili Cheese Nuets - K-Classic - 250 ,14,d,1198.0,6.1,1.8,2.0,8.9,1.7
3886,soft cake Kirsche - riesson - 300 ,17,d,1607.0,6.0,52.0,2.0,3.0,0.18
3887,Brotaufstrich - Allos - 140 ,13,d,1544.0,3.7,5.5,2.0,3.6,1.6
3888,Linzertörtli - Jowa - 75,13,d,1757.0,5.0,29.0,2.0,5.0,0.2
3889,Soft cake à la Rote rütze - riesson - 300 ,17,d,1594.0,6.0,56.0,2.0,3.0,0.15
3890,one nutty! peanut butter toaster pastries - 50 ,17,d,1674.0,4.0,32.0,2.0,6.0,1.258
3891,Frosties - Kello’s - 330,13,d,1594.0,0.1,37.0,2.0,4.5,0.83
3892,Sendi Senf Dill Brotaufstrich - Zwerwiese - 160,21,e,1439.0,28.0,6.7,2.0,3.9,1.9
3893,Marmor Butter Sterne - Biscuiterie Charlotte - 250,22,e,1939.0,15.0,28.5,2.0,6.8,0.85
3894,Triolade - Milka - 280,22,e,1117.0,19.0,57.0,2.0,5.8,0.34
3895,"Schoko Rieel Kekse Vollmilch - Dm Bio - 37,5 ",24,e,2410.0,22.0,41.0,2.0,7.9,0.22
3896,Dinkel shortbread bites - Sommer,20,e,1933.0,15.0,20.0,2.0,6.8,0.75
3897,Soßenbinder Kräuter - Mondamin - 250 ,23,e,2000.0,19.0,4.0,2.0,4.5,6.3
3898,La Cestaofres with chocolate - Sondey - 455,23,e,1983.0,12.0,34.0,2.0,6.1,0.7
3899,Milka Choco Trio - 5 x 30 ,21,e,1955.0,12.0,35.0,2.0,5.0,0.27
3900,Pure better chocolate chip - Walkers - 175 ,22,e,2167.0,17.2,25.7,2.0,5.2,0.7
3901,Choco Cookies - Coppenrath - 200 ,20,e,2150.0,13.0,30.0,2.0,6.1,0.2
3902,Chocolat 1€ -  - 50 ,25,e,2197.0,17.1,60.6,2.0,5.8,0.3
3903,KitKat Chunky - Nestlé - 48 ,25,e,2132.0,13.7,53.0,2.0,6.6,0.23
3904,Prussien Classic - Swiss Delice - 220 ,23,e,2171.0,13.0,20.0,2.0,7.0,1.3
3905,Naps Mix - Milka - 138 ,25,e,2268.0,18.0,55.0,2.0,6.2,0.4
3906,Ritter Sport Caramel Noisettes - 100 ,25,e,2434.0,21.0,43.0,2.0,6.2,0.37
3907,Vollmilch-Schokolade Crispies - K-Classik - 100 ,25,e,2151.0,16.0,51.0,2.0,7.0,0.35
3908,Protein Bar - Sportnahrun.dr,19,e,1860.0,15.0,28.2,2.0,24.0,0.1
3909,Hähnchen Mediterran - K-CLASSIC - 400 ,0,b,456.0,2.1,3.0,2.02,8.0,0.7
3910,Stecco - Valsoia - 3x84,16,d,1200.0,14.3,23.8,2.02,3.1,0.06
3911,Rotkohl 720 - Kühne - 1,-1,a,211.0,0.1,7.7,2.1,1.3,1.3
3912,Kühne 2 Minuten Rotkohl mit Apfelstücken - 355 ,-1,a,288.0,0.1,11.0,2.1,1.3,1.0
3913,Zucchini & Auberine Tomato and veatable sauce - Barilla - 400 ,-3,a,310.0,0.5,4.8,2.1,1.5,0.8
3914,Noodles crumbs - Alnatura - 250,-3,a,1546.0,0.4,3.4,2.1,12.0,0.03
3915,dm Bio - 500 ,-2,a,1464.0,0.1,0.5,2.1,7.4,0.01
3916,Tomato sauce with reen and black olives - Barilla - 400 ,-3,a,322.0,0.5,4.8,2.1,1.9,1.05
3917,Knoblauch-Duo - ilo - 60 ,-5,a,324.0,0.1,1.0,2.1,5.0,0.05
3918,Rahmspinat - Alnatura - 450,-4,a,218.0,1.3,0.4,2.1,2.3,0.71
3919,Risotto Reis - avita - 500,-2,a,1464.0,0.1,0.3,2.1,7.4,0.01
3920,"Oriinal Fasskraut, Sauerkraut - Kühne - 680  ℮",-2,a,188.0,0.1,3.6,2.1,1.3,1.3
3921,Sauerkraut - Schweizer Naturkost - 680 ,-4,a,113.0,0.1,1.4,2.1,1.4,0.9
3922,Carrefour Mini Coeurs d'Artichauts - 290    175  314 ml,-6,a,109.0,0.0,1.3,2.1,1.4,0.43
3923,Milchreis Rundkorn - Bioourmet - 500 ,-2,a,1469.0,0.1,0.3,2.1,7.4,0.01
3924,Thailändische Linsen-Kokos Suppe - Davert - 170 ,-2,a,309.0,0.7,2.0,2.1,3.8,0.59
3925,Riz et lentilles aux carottes - Uncle Ben's - 220,-1,a,701.0,0.6,0.6,2.1,4.1,0.44
3926,"Pad thai konjac shirataki noodles with authentic pad thai sauce ready-to-eat meal, pad thai - Miracle Noodle Kitchen",-1,a,268.0,0.36,4.29,2.1,2.14,0.625
3927,Farmers-emüse - ilo - 400 ,-8,a,168.0,0.2,2.5,2.1,2.3,0.05
3928,Juner Spinat fein ehackt - ilo - 800 ,-8,a,91.0,0.1,0.5,2.1,3.1,0.04
3929,Juner Spinat - ilo - 500 ,-8,a,91.0,0.1,0.3,2.1,3.1,0.04
3930,Zucchini Bulur - ilo - 400 ,-2,a,240.0,0.2,1.8,2.1,2.4,0.72
3931,Apfelrotkohl Servierferti - Kühne - 700,-1,a,272.0,0.1,11.0,2.1,1.3,1.0
3932,Davita Oranic Jasmine Thai rice - 500 ,-2,a,1486.0,0.1,0.3,2.1,7.4,0.01
3933,Wokstar - Mie-Nudeln - Riesa - 250 ,-1,a,1544.0,0.4,3.4,2.1,12.0,0.56
3934,Lotao Zen Reis Pasta - 250,-1,a,1485.0,0.16,0.29,2.1,7.3,0.36
3935,Pates sans luten Bio (Pates au Maïs et Riz Bio) - Alb old - 500 ,-2,a,1477.0,0.5,1.0,2.1,7.1,0.02
3936,All American Pizza Cheesy Spinach - Dr. Oetker - 500 ,2,b,925.0,3.1,3.0,2.1,9.4,1.0
3937,Steinofenbauette (oriinal Französisches) - K Favourits - 250 ,2,b,1043.0,0.3,2.6,2.1,7.9,1.3
3938,Frucht Pur 75% Erdbeere - Allos - 250 ,2,b,425.0,0.1,23.0,2.1,0.5,0.06
3939,Sauerkraut - Schweizer Naturkost - 680 ,0,b,113.0,0.1,1.4,2.1,1.4,0.9
3940,emüse Pfanne Curry Kokos - frosta,2,b,185.0,1.5,3.6,2.1,1.3,0.86
3941,Pizza Marherita - M-Budet - 1pcs,1,b,874.0,1.4,3.0,2.1,8.9,1.3
3942,Chicken Finers - Schar - 375,0,b,950.0,2.0,0.0,2.1,13.0,1.0
3943,"Tomatensauce Traditionale - Zwerenwiese - 340 ml, 350 ",1,b,145.0,0.1,4.6,2.1,1.8,1.2
3944,Spätzle-Topf mit Linsen - Erasco - 800,1,b,227.0,0.1,1.4,2.1,3.1,0.95
3945,Erdbeere 75% Fruchaustrich - DM Bio - 250 ,2,b,435.0,0.1,23.0,2.1,0.5,0.03
3946,Bartkartoffel Hähnchen Pfanne - FRoSTA - 500 ,1,b,398.0,1.2,2.1,2.1,4.8,0.74
